w,h,Background,Inflammatory infiltration,Adipose tissue,Sweat gland,Hair follicles,Dermis,Sebaceous gland,Epidermis,Blood vessels,Muscle
205,18,0.0006709344452247024,0.013190682046115398,0.0026329844258725643,0.6054579019546509,0.0007884283550083637,0.3566600680351257,0.0007567600114271045,0.00044124372652731836,0.0050583486445248136,0.014342631213366984
206,18,0.0008231343817897142,0.1080854907631874,0.00607778737321496,0.2380937784910202,0.010333393700420856,0.3002929091453552,0.30440765619277954,0.001380544388666749,0.003087061457335949,0.027418270707130432
207,18,0.0003135787264909595,0.040488384664058685,0.0013975142501294613,0.00094600731972605,0.006725887302309275,0.04649266973137856,0.8989244699478149,0.0008064518915489316,0.0008511485648341478,0.0030538865830749273
208,18,0.0001540474040666595,0.0005888971500098705,0.00025184970581904054,0.00038885133108124137,0.0016477855388075113,0.0008544368902221322,0.9939562678337096,0.00028235785430297256,0.0005400931113399565,0.0013354392722249029
209,18,0.00020063537522219121,0.007390252314507961,0.0008243879419751465,0.0035033014137297873,0.002697899239137769,0.02257995866239071,0.9585732221603394,0.0017037456855177882,0.001544617349281907,0.0009820638224482536
210,18,0.00040307469316758215,0.014233092777431013,0.002624998800456524,0.008282026275992393,0.0036602802574634548,0.5957963466644287,0.36152154207229614,0.0018999638268724086,0.007871190086007118,0.003707508090883493
211,18,0.0007182119297794997,0.011043875478208063,0.01062291581183672,0.004055343568325043,0.0007874416187405586,0.9550827145576476,0.00037506924127228563,0.00048111495561897766,0.0077250287868082515,0.00910834688693285
212,18,0.0008502524578943849,0.015316222794353962,0.01694454438984394,0.015522378496825697,0.0013286661123856902,0.858302116394043,0.0005683790077455343,0.00122879131231457,0.010611179284751415,0.07932735979557037
213,18,0.0005890533793717622,0.05672191455960274,0.01344236545264721,0.13107655942440033,0.005382055416703224,0.4793871343135834,0.0013486067764461038,0.0014881028328090904,0.01492069847881794,0.2956434786319733
214,18,0.0008211197564378381,0.04645239561796189,0.014293128624558447,0.052189838141202934,0.004577252082526685,0.7316099405288696,0.0013419970637187364,0.002542711328715086,0.007208743132650851,0.13896289467811584
215,18,0.0009609168628230693,0.0561772882938385,0.01128735300153494,0.11753245443105698,0.012414241209626198,0.6567332148551941,0.003062891308218241,0.002312102820724249,0.003717268584296107,0.1358022540807724
216,18,0.0016658806707710028,0.08311618864536285,0.02538495697081089,0.12825998663902285,0.024764824658632282,0.4511396288871765,0.00460446160286665,0.0045724185183644295,0.00485608819872141,0.2716355621814728
217,18,0.002346527064219117,0.045620091259479516,0.03977971524000168,0.07448650151491165,0.011226357892155649,0.6995652914047241,0.002302234061062336,0.007849099114537239,0.007847207598388195,0.10897696018218994
218,18,0.0010978535283356905,0.08540348708629608,0.015146443620324138,0.11962604522705078,0.01535504125058651,0.6417313814163208,0.0069451616145670405,0.005987337790429592,0.004316186066716909,0.10439106076955797
219,18,0.0014972953358665107,0.06813499331474304,0.013091729953885078,0.053988516330718994,0.01595183648169041,0.616704523563385,0.20751497149467468,0.00666694063693285,0.003755931975319981,0.012693218886852264
220,18,0.0006424155435524881,0.0757220908999443,0.00423314468935132,0.01510000042617321,0.006960563361644746,0.32591500878334045,0.5608059167861938,0.0015710679581388831,0.002529601100832224,0.006520084105432034
221,18,0.0008247141959145665,0.07356716692447662,0.005521755665540695,0.015334272757172585,0.005057493224740028,0.28735074400901794,0.5978618860244751,0.001335136708803475,0.002668844070285559,0.010477920062839985
222,18,0.0027735698968172073,0.2409261167049408,0.028671497479081157,0.0549374520778656,0.016929071396589283,0.3860290050506592,0.20147112011909485,0.004523520357906818,0.006136305630207062,0.05760235711932182
223,18,0.005325233098119497,0.16742654144763947,0.029255229979753494,0.02065134234726429,0.014877492561936378,0.6907405853271484,0.0047518415376544,0.01045978907495737,0.00744513887912035,0.04906687885522842
224,18,0.002815883141011,0.029520565643906593,0.02141855284571648,0.01421915553510189,0.007187043782323599,0.883884072303772,0.0028342949226498604,0.00606663106009364,0.006878536194562912,0.02517530880868435
225,18,0.0009421589784324168,0.02169424667954445,0.012306401506066322,0.008132612332701683,0.002126841340214014,0.93649560213089,0.001216040924191475,0.0013041095808148384,0.005101659335196018,0.01068026851862669
226,18,0.0008773396839387715,0.02283966168761253,0.010965244844555857,0.004562482703477143,0.002591407392174005,0.936692237854004,0.0012032652739435437,0.001715402351692319,0.005026225000619888,0.013526767492294313
227,18,0.00096883496735245,0.059725522994995124,0.013630610890686512,0.012848014011979105,0.006279033608734608,0.8751503825187683,0.005973699036985636,0.002486837562173605,0.005151734221726656,0.017785334959626198
228,18,0.007731091231107713,0.07141806185245514,0.047828853130340576,0.018722061067819595,0.01066218875348568,0.5995029211044312,0.20381565392017365,0.0034324810840189453,0.01512004714459181,0.021766673773527145
229,18,0.10210766643285753,0.026350909844040867,0.21741458773612976,0.07761462777853012,0.04726478084921837,0.14809539914131165,0.2752161920070648,0.01853577420115471,0.03318335860967636,0.05421670526266098
230,18,0.2782554030418396,0.02358370646834373,0.2884558141231537,0.03219326958060265,0.05096378922462464,0.1713697761297226,0.07799897342920302,0.023215075954794884,0.02718480303883553,0.02677936851978302
231,18,0.1063116192817688,0.026718745008111,0.10545097291469574,0.2897036075592041,0.0750683844089508,0.2882978320121765,0.003951652906835079,0.008304140530526638,0.018657561391592026,0.0775354877114296
232,18,0.009868089109659195,0.010534090921282768,0.023039709776639942,0.4700577855110169,0.06331781297922134,0.3619747757911682,0.0025921589694917198,0.0011315254960209133,0.009355274960398674,0.04812873154878616
233,18,0.3571738600730896,0.005416711326688528,0.1087532639503479,0.009908916428685188,0.005187352653592825,0.4187133312225342,0.0016264196019619705,0.00468564685434103,0.04086681455373764,0.047667644917964935
234,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,19,0.7355918288230896,0.007732104510068893,0.02028406225144863,0.0018134072888642552,0.006392604671418667,0.0027155550196766853,0.0013564558466896415,0.003611138556152582,0.01844652369618416,0.20205631852149966
26,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,19,0.7555954456329346,0.008149913512170315,0.02711409702897072,0.001607484184205532,0.0066708759404718885,0.003174465149641037,0.0014218523865565658,0.005003383848816156,0.02462675236165524,0.16663570702075958
29,19,0.7382339239120483,0.009072123095393179,0.02387647517025471,0.00199042446911335,0.005794763099402189,0.002812837017700076,0.0016513792797923088,0.0049037057906389245,0.022781768813729286,0.18888267874717712
30,19,0.7396889925003052,0.009594656527042387,0.021429572254419327,0.0017292269039899109,0.007721608970314264,0.003156370017677545,0.0015814646612852812,0.004784172866493464,0.019939130172133446,0.19037476181983948
31,19,0.7110281586647034,0.007192699704319239,0.048489946871995926,0.002126204315572977,0.009920504875481129,0.0130763603374362,0.00162483099848032,0.0072957687079906455,0.03374480083584785,0.16550077497959134
32,19,0.6450806856155396,0.006874014623463154,0.13572748005390167,0.003536134958267212,0.00682265218347311,0.03409792110323906,0.0013976374175399544,0.008161311969161034,0.05465524643659592,0.10364697128534316
33,19,0.4908671975135803,0.0051222899928689,0.14130333065986633,0.005177690181881189,0.004086544271558522,0.1863801181316376,0.0012784169521182775,0.004347248934209347,0.062006670981645584,0.09943048655986786
34,19,0.4660096764564514,0.00683952122926712,0.0886974185705185,0.0073382570408284655,0.006794185843318701,0.2122558355331421,0.001834577298723161,0.005215116776525974,0.08628219366073607,0.1187332645058632
35,19,0.5497947931289673,0.007091417908668519,0.10302431881427764,0.0055374689400196075,0.006016731262207031,0.11193342506885527,0.0017812710721045735,0.0041186874732375145,0.07142950594425201,0.13927239179611206
36,19,0.5910252332687378,0.005374973174184561,0.10327621549367903,0.0039416728541255,0.005406777374446392,0.07821891456842422,0.00230797054246068,0.004839132074266672,0.06335588544607162,0.14225316047668454
37,19,0.6636043190956116,0.008643644861876966,0.06191829591989517,0.0032780407927930355,0.006610290613025428,0.03262007236480713,0.002322015818208456,0.0056624431163072595,0.05583829432725906,0.15950264036655426
38,19,0.6505519151687622,0.006875728257000446,0.048958390951156616,0.002858479740098119,0.011588496156036856,0.08023872971534729,0.0021160671021789312,0.007584814913570881,0.06254993379116057,0.12667742371559146
39,19,0.5118075609207153,0.006374432239681482,0.07730014622211456,0.005164975766092539,0.010563264600932598,0.17566445469856262,0.0036138207651674743,0.006265097297728062,0.0776204764842987,0.12562572956085205
40,19,0.5001408457756042,0.00882505439221859,0.11060428619384766,0.0068402066826820365,0.007300334982573986,0.18232138454914093,0.003968673292547464,0.007800440303981305,0.0461944043636322,0.12600432336330414
41,19,0.6232885718345642,0.010561558417975904,0.07244011759757996,0.0035311002284288406,0.006108347792178392,0.07728021591901779,0.0017378071788698435,0.006444273982197046,0.03559938445687294,0.16300860047340393
42,19,0.7330246567726135,0.008993422612547873,0.03457928821444512,0.002310659270733595,0.009783563204109669,0.004194971174001694,0.0015800381079316141,0.006179287098348141,0.02690441533923149,0.17244969308376312
43,19,0.777297854423523,0.00975032988935709,0.024982675909996036,0.0018958461005240679,0.006182647310197353,0.003140097483992577,0.0013433698331937196,0.004500214941799641,0.023678872734308243,0.14722809195518494
44,19,0.7625975608825684,0.011313479393720629,0.0207810178399086,0.0017823195084929464,0.00480505870655179,0.003141870256513357,0.001564504811540246,0.0038940936792641882,0.020049715414643288,0.17007040977478027
45,19,0.7800958156585693,0.00840225163847208,0.027253720909357067,0.0017804286908358335,0.007134882267564534,0.003308650106191635,0.0015598258469253776,0.0060822912491858006,0.021623622626066208,0.14275851845741272
46,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,19,0.6136813163757324,0.006459744181483984,0.06353327631950377,0.0032426274847239256,0.00615383917465806,0.14209425449371338,0.0014286948135122655,0.005700807552784681,0.0519469752907753,0.1057583913207054
111,19,0.19465604424476626,0.010750698857009409,0.07446946203708649,0.00882595591247082,0.0033726401161402464,0.5608026385307312,0.0030165370553731923,0.002903747372329235,0.09150873124599457,0.049693536013364785
112,19,0.01944492571055889,0.014179441146552563,0.05676206201314926,0.09894222021102904,0.0059265121817588815,0.6888039708137512,0.019494501873850826,0.001350088743492961,0.05853196233510971,0.036564379930496216
113,19,0.0403432659804821,0.03581072762608528,0.03742653876543045,0.10210436582565308,0.06622204184532167,0.4475037455558777,0.20903638005256653,0.023550979793071747,0.015492166392505169,0.02250977978110313
114,19,0.033723674714565284,0.030217191204428676,0.0040566851384937755,0.004796072840690614,0.061554849147796624,0.06466247141361238,0.7748245000839233,0.022271325811743736,0.0015793803613632913,0.002313878852874041
115,19,1.2127431546105072e-05,0.0007363053737208247,5.180545122129842e-05,0.00017501268303021786,0.0003519427846185863,0.0004012269782833755,0.99807870388031,0.00012841567513532937,4.221815106575377e-05,2.2231481125345454e-05
116,19,0.0024844510480761532,0.010759104043245316,0.013780437409877777,0.0042446316219866284,0.0030839729588478804,0.32891154289245605,0.5970741510391235,0.001099798595532775,0.02613614872097969,0.012425735592842102
117,19,0.0028406966011971235,0.013119312934577463,0.015942156314849854,0.005860633682459593,0.002765489974990487,0.9053994417190552,0.0027165652718394995,0.0012239277129992845,0.03256674483418465,0.017565075308084488
118,19,0.0007798518054187298,0.005159392021596432,0.004899606574326754,0.002337584737688303,0.0007746728369966148,0.9694596529006958,0.00034403655445203185,0.00043140159687027335,0.00849683303385973,0.007317014038562775
119,19,0.0030018927063792944,0.00944259949028492,0.0196674969047308,0.0038836349267512564,0.002559687709435821,0.9305569529533386,0.0007183222332969308,0.0013881963677704336,0.013645082712173462,0.015136207453906538
120,19,0.0019594491459429264,0.014672562479972841,0.02855864726006985,0.06460534036159515,0.007752803154289722,0.8041760325431824,0.0036954716779291634,0.0045246100053191185,0.014108255505561829,0.05594677478075028
121,19,0.0012844151351600885,0.0196108128875494,0.02095980383455753,0.06305599212646484,0.007731675170361996,0.7868796586990356,0.0038662769366055727,0.0042888359166681775,0.010071054100990295,0.08225148171186447
122,19,0.0005809763679280878,0.0221039354801178,0.012985298410058022,0.008637461811304092,0.0033781169913709164,0.8935030102729797,0.0010496836621314287,0.0018536945572122925,0.008351380005478859,0.04755647853016853
123,19,0.0004749011131934821,0.018221382051706314,0.00945797748863697,0.0037353213410824533,0.0014547279570251705,0.9448692202568054,0.0006464311736635864,0.001456224243156612,0.006836781743913889,0.01284690760076046
124,19,0.0007081005023792387,0.021823745220899585,0.013823933899402618,0.004577554762363435,0.001858265371993184,0.9324430227279664,0.0007707192562520504,0.000985058373771608,0.0061350888572633275,0.01687445305287838
125,19,0.0012011976214125752,0.013251942582428457,0.01770293526351452,0.005721593275666237,0.0021070572547614574,0.9376229047775269,0.0008619298459962009,0.0013758795103058221,0.00505166407674551,0.015102888457477091
126,19,0.0012224364327266812,0.015944648534059525,0.015141515061259268,0.004298126790672541,0.0022245114669203763,0.942689061164856,0.0010733453091233967,0.0017280934844166038,0.004874289967119694,0.010804081335663795
127,19,0.0010074792662635446,0.025869995355606083,0.01416231691837311,0.00595890125259757,0.00235989922657609,0.9279786944389344,0.0012333199847489595,0.0012413754593580961,0.007410465274006128,0.012777501717209816
128,19,0.0009262674720957877,0.016674377024173737,0.01108715683221817,0.004862487316131592,0.002316552679985761,0.9476935267448424,0.0007673989748582244,0.0008154757088050246,0.004815807566046715,0.010040974244475365
129,19,0.0024300836957991123,0.03162669762969017,0.017547905445098873,0.03945271670818329,0.014222770929336546,0.7540374994277954,0.11783133447170258,0.003049627412110567,0.004057443235069513,0.015743857249617577
130,19,0.0022142687812447552,0.13146252930164334,0.015618598088622091,0.3287690579891205,0.024761544540524483,0.20680420100688932,0.2639257609844208,0.00488513708114624,0.0032146447338163853,0.018344223499298096
131,19,0.0005452838959172368,0.11109410226345062,0.01652582548558712,0.5972858667373657,0.011470005847513677,0.17766748368740082,0.061823546886444085,0.00195692153647542,0.003211916657164693,0.01841907389461994
132,19,0.000624733860604465,0.03683878108859062,0.01816445402801037,0.18864502012729645,0.0013915168819949029,0.7293714284896851,0.002576649188995361,0.0007072570733726026,0.006278813816606998,0.015401296317577362
133,19,0.0006219535716809332,0.02004091814160347,0.006164806429296732,0.04720329865813255,0.002684373641386628,0.7914306521415709,0.0006488477811217308,0.00074528664117679,0.0061667365953326225,0.12429304420948027
134,19,0.0007502544322051108,0.019294790923595432,0.007661593146622181,0.04592572525143624,0.002964598359540105,0.7894617319107056,0.0007200328982435168,0.0009180697379633783,0.007341723889112472,0.12496145814657213
135,19,0.002061139326542616,0.012000061571598051,0.027998637408018112,0.004084347747266293,0.002549625933170318,0.9361512064933776,0.0004727606719825417,0.001533239148557186,0.0056141004897654065,0.007534869946539401
136,19,0.20012040436267853,0.012551595456898212,0.0939943864941597,0.07571305334568024,0.022632813081145287,0.5299395322799683,0.0015286225825548172,0.021858423948287964,0.025464624166488647,0.016196593642234802
137,19,0.33867332339286804,0.0033410661853849892,0.1386774182319641,0.2829408049583435,0.02131338231265545,0.08939218521118164,0.0021316963247954845,0.030263807624578483,0.03923321887850762,0.054033122956752784
138,19,0.08777926862239838,0.004842363763600589,0.026042645797133446,0.563168466091156,0.00249824533239007,0.2877747118473053,0.0024272482842206955,0.004832095466554165,0.008237973786890507,0.012396983802318571
139,19,0.10496281087398528,0.007756867911666631,0.03938683494925499,0.5958982110023499,0.011839911341667177,0.20169350504875186,0.0016694311052560804,0.004838095046579839,0.007982403039932251,0.02397187426686287
140,19,0.21093110740184784,0.008547182194888592,0.10669323056936264,0.4685994982719421,0.03677067905664444,0.045668818056583405,0.007860719226300716,0.015419470146298409,0.052337098866701126,0.0471721887588501
141,19,0.3042360544204712,0.0065376274287700644,0.16743937134742734,0.19362619519233704,0.00796843133866787,0.11496056616306305,0.0028997960034757853,0.006104000844061375,0.11564233154058455,0.08058565855026245
142,19,0.6473246812820435,0.01119558047503233,0.08523616939783096,0.003442571964114905,0.005270857363939285,0.04485342651605606,0.0017125729937106369,0.003475454170256853,0.055258356034755714,0.1422303020954132
143,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
